Customer ID,customer_segment,predicted_segment,max_posterior,confidence_category,prob_At Risk,prob_Champions,prob_Hibernating or Lost,prob_Loyal Customers,country,avg_unit_price,bulk_buy_ratio,avg_basket_size,product_diversity,weekend_ratio,tenure_days,return_rate
13275,At Risk,Loyal Customers,0.9035836186682284,high,0.04453395739295047,0.05187990704211831,2.5168967034916366e-06,0.9035836186682284,United Kingdom,2.1116,0.08,2.8,48,0.08,248,0.0
16313,Loyal Customers,At Risk,0.6554986189036304,moderate_review,0.6554986189036304,0.0008559073618387253,0.3207103571736455,0.022935116560885725,United Kingdom,3.098125,0.3125,10.3125,16,0.0,46,0.0
15895,At Risk,Hibernating or Lost,0.5589618482557781,moderate_review,0.43293025872396373,0.00016663743555497384,0.5589618482557781,0.007941255584703865,United Kingdom,1.9845454545454544,0.18181818181818182,8.545454545454545,11,0.0,0,0.0
16021,At Risk,Loyal Customers,0.4790925992139787,low_review,0.08857659440746476,0.4258076151533044,0.006523191225252925,0.4790925992139787,United Kingdom,2.4333793103448276,0.041379310344827586,2.0482758620689654,117,0.23448275862068965,149,0.0
13955,At Risk,Loyal Customers,0.892106178311767,high,0.025399777503498217,0.08249286391542666,1.18026930854379e-06,0.892106178311767,United Kingdom,2.9443678160919537,0.09195402298850575,3.1494252873563218,82,0.0,220,0.0
13586,Hibernating or Lost,At Risk,0.6790364749681377,moderate_review,0.6790364749681377,0.000322223680792007,0.2903048211314664,0.030336480219603876,United Kingdom,3.8590476190476193,0.047619047619047616,1.8571428571428572,20,0.0,0,0.0
14516,Hibernating or Lost,At Risk,0.6311892606008653,moderate_review,0.6311892606008653,0.003379884566646217,0.17840920893982906,0.18702164589265904,United Kingdom,2.8432432432432435,0.02702702702702703,1.837837837837838,35,1.0,0,0.0
12611,Loyal Customers,At Risk,0.5210834339991552,moderate_review,0.5210834339991552,0.034814197533848686,0.007989787661666853,0.4361125808053304,Other,2.675076923076923,0.5230769230769231,13.015384615384615,65,0.0,0,0.0
18212,At Risk,Loyal Customers,0.920203501270101,high,0.04943704780731941,0.03035758567727196,1.8652453083515614e-06,0.920203501270101,United Kingdom,3.546,0.05454545454545454,3.036363636363636,40,0.21818181818181817,351,0.0
14353,At Risk,Loyal Customers,0.8085505631578029,high,0.1436719170614599,0.04775096884979109,2.6550930945535776e-05,0.8085505631578029,United Kingdom,1.666,0.72,13.76,18,0.24,216,0.0
15692,At Risk,Hibernating or Lost,0.5750626267462317,moderate_review,0.41584047457730433,0.0002310166709255371,0.5750626267462317,0.008865882005538119,United Kingdom,1.9041666666666668,0.5833333333333334,11.5,12,0.0,0,0.0
17586,Hibernating or Lost,At Risk,0.5888990040447544,moderate_review,0.5888990040447544,0.0007004665889377673,0.39092178007691597,0.0194787492893925,United Kingdom,2.975,0.375,8.5,8,0.0,0,0.0
16551,Loyal Customers,Champions,0.8105379871062881,high,0.0002761361216916141,0.8105379871062881,2.7330145855191864e-08,0.189185849441874,United Kingdom,3.265340909090909,0.6363636363636364,23.59090909090909,67,0.17045454545454544,630,0.0
16375,At Risk,Hibernating or Lost,0.5589618482557781,moderate_review,0.43293025872396373,0.00016663743555497384,0.5589618482557781,0.007941255584703865,United Kingdom,1.7115384615384615,0.15384615384615385,5.6923076923076925,11,0.0,0,0.0
12768,Hibernating or Lost,At Risk,0.8965797219946804,high,0.8965797219946804,0.00264284778239813,0.044155573255943666,0.056621856966977434,Other,3.008,0.2,10.2,10,0.0,0,0.5
15807,Loyal Customers,Champions,0.813553925890134,high,0.0006931923703859397,0.813553925890134,1.2922528553824676e-07,0.18575275251419393,United Kingdom,2.6036363636363635,0.48863636363636365,17.40909090909091,85,0.0,615,0.16666666666666666
13129,At Risk,Hibernating or Lost,0.6625839037072621,moderate_review,0.3305777478583861,0.00021911515849650084,0.6625839037072621,0.006619233275855649,United Kingdom,1.86,0.6363636363636364,26.90909090909091,10,0.0,77,0.0
18164,Loyal Customers,At Risk,0.8657381856703236,high,0.8657381856703236,0.0019053176029381147,0.02202490860055428,0.11033158812618318,United Kingdom,4.207083333333333,0.20833333333333334,7.666666666666667,24,0.0,0,0.5
15407,Loyal Customers,Champions,0.5409613870919555,moderate_review,0.002122540569608256,0.5409613870919555,3.1595125888922653e-08,0.4569160407433109,United Kingdom,3.8966666666666665,0.0784313725490196,3.6470588235294117,142,0.8431372549019608,271,0.0
14061,At Risk,Loyal Customers,0.5445186017836483,moderate_review,0.43087568945414956,0.024513256769904904,9.245199229751012e-05,0.5445186017836483,United Kingdom,8.654736842105264,0.21052631578947367,7.0,17,0.0,230,0.0
13958,Loyal Customers,Champions,0.723500162087518,moderate_review,0.00030374664694187526,0.723500162087518,2.0527791108123193e-10,0.276196091060263,United Kingdom,4.151277533039647,0.3788546255506608,9.973568281938325,172,0.21585903083700442,354,0.3333333333333333
15377,Loyal Customers,At Risk,0.5615387263657337,moderate_review,0.5615387263657337,0.0004592763709928045,0.4232745500452161,0.014727447218057512,United Kingdom,4.907142857142857,0.5714285714285714,12.047619047619047,15,0.0,32,0.2
14645,At Risk,Loyal Customers,0.834887252573607,high,0.006391663083350034,0.15872107605531707,8.287726193056282e-09,0.834887252573607,United Kingdom,3.4189583333333338,0.4583333333333333,12.229166666666666,45,0.0,477,0.25
17794,At Risk,Hibernating or Lost,0.4959737363081736,low_review,0.4934150978143941,0.0002713328814897513,0.4959737363081736,0.010339832995941925,United Kingdom,4.421428571428572,0.42857142857142855,6.571428571428571,7,0.0,1,0.0
16317,Loyal Customers,Champions,0.7078234355232489,moderate_review,0.0015861475471768114,0.7078234355232489,4.555836330241885e-09,0.2905904123737376,United Kingdom,3.697179487179487,0.4444444444444444,10.564102564102564,103,0.0,465,0.16666666666666666
18154,Champions,Loyal Customers,0.8172136850955773,high,0.15810218580278315,0.024679287131816656,4.841969823373692e-06,0.8172136850955773,United Kingdom,2.2382978723404254,0.7021276595744681,13.319148936170214,34,0.10638297872340426,487,0.0
15797,Loyal Customers,Champions,0.6530029652793402,moderate_review,0.03515237281442761,0.6530029652793402,0.00011905109077391788,0.3117256108154588,United Kingdom,3.3383333333333334,0.9166666666666666,106.75,12,0.0,568,0.0
14863,At Risk,Hibernating or Lost,0.5750626267462317,moderate_review,0.41584047457730433,0.0002310166709255371,0.5750626267462317,0.008865882005538119,United Kingdom,2.020909090909091,1.0,12.0,11,0.0,0,0.0
13499,Champions,Loyal Customers,0.872381791674813,high,0.08486432832259647,0.04275292874122115,9.512613695666639e-07,0.872381791674813,United Kingdom,2.131666666666667,0.7380952380952381,32.5,31,0.0,252,0.2857142857142857
17912,Loyal Customers,At Risk,0.6313688337125513,moderate_review,0.6313688337125513,0.011968285484357815,0.08302634950656722,0.2736365312965235,United Kingdom,3.613653846153846,0.07692307692307693,4.153846153846154,48,0.0,65,0.14285714285714285
17197,Loyal Customers,At Risk,0.8607784496184314,high,0.8607784496184314,0.0007003392697516196,0.08671761548301503,0.05180359562880262,United Kingdom,5.508965517241379,0.13793103448275862,6.586206896551724,29,0.0,0,0.0
16542,At Risk,Loyal Customers,0.7202093779750905,moderate_review,0.21468225760160473,0.06507060200501558,3.7762418288322804e-05,0.7202093779750905,United Kingdom,2.5742857142857143,0.5714285714285714,10.142857142857142,13,0.0,347,0.0
13127,At Risk,Hibernating or Lost,0.5096815370698696,moderate_review,0.4719038661616053,0.0006860926362644742,0.5096815370698696,0.017728504132260323,United Kingdom,2.8853333333333335,0.4,8.466666666666667,15,0.0,0,0.0
13453,At Risk,Loyal Customers,0.8991779816537561,high,0.052951476166006484,0.04787034560240684,1.965778302663873e-07,0.8991779816537561,United Kingdom,3.7692500000000004,0.375,8.525,33,0.0,236,0.4
14799,At Risk,Loyal Customers,0.5230862632828671,moderate_review,0.02544759473280478,0.4514568251484072,9.316835920744268e-06,0.5230862632828671,United Kingdom,4.248260869565217,0.21739130434782608,21.52173913043478,20,0.0,686,0.0
14090,At Risk,Hibernating or Lost,0.6625839037072621,moderate_review,0.3305777478583861,0.00021911515849650084,0.6625839037072621,0.006619233275855649,United Kingdom,1.06,1.0,72.0,1,0.0,0,0.0
12864,At Risk,Loyal Customers,0.7909641171120253,high,0.14965202698213392,0.059343772063181484,4.00838426585613e-05,0.7909641171120253,United Kingdom,0.6757142857142856,0.8571428571428571,63.857142857142854,5,0.42857142857142855,369,0.0
17684,At Risk,Hibernating or Lost,0.5226520580879255,moderate_review,0.45967107867182944,0.0007119382263818552,0.5226520580879255,0.016964925013863624,United Kingdom,2.916,0.6,9.666666666666666,15,0.0,0,0.0
12900,Hibernating or Lost,At Risk,0.6489482792953484,moderate_review,0.6489482792953484,0.0011480507516188514,0.32303927860790677,0.02686439134512543,United Kingdom,3.6169230769230767,0.5384615384615384,10.692307692307692,13,0.0,0,0.0
17549,Loyal Customers,Hibernating or Lost,0.6625839037072621,moderate_review,0.3305777478583861,0.00021911515849650084,0.6625839037072621,0.006619233275855649,United Kingdom,1.7666666666666666,0.8333333333333334,35.0,5,0.0,27,0.0
12969,Hibernating or Lost,At Risk,0.567010852999173,moderate_review,0.567010852999173,0.0003422864759866087,0.4200778414746389,0.012569019050201198,United Kingdom,4.59,0.2,11.0,5,0.0,0,0.0
15448,At Risk,Loyal Customers,0.8583389205544516,high,0.013915205572260359,0.12774580242372915,7.14495581534346e-08,0.8583389205544516,United Kingdom,3.076734693877551,0.4897959183673469,9.938775510204081,49,0.0,361,0.0
12665,At Risk,Loyal Customers,0.8318538143370473,high,0.10947294301628405,0.05867202888135766,1.2137653115674945e-06,0.8318538143370473,Germany,4.920588235294118,0.5294117647058824,9.705882352941176,13,0.0,344,0.4
17441,Hibernating or Lost,At Risk,0.8373151763866855,high,0.8373151763866855,0.001301868549022797,0.08410603653477151,0.07727691852951986,United Kingdom,2.050952380952381,0.38095238095238093,11.666666666666666,21,0.0,0,0.0
14104,Loyal Customers,Champions,0.5817880101099283,moderate_review,0.004504396097550479,0.5817880101099283,7.196247066467876e-08,0.41370752183005005,United Kingdom,3.1555244755244756,0.1048951048951049,3.5594405594405596,117,0.0,405,0.0
12640,Loyal Customers,At Risk,0.7622838641656651,high,0.7622838641656651,0.011049716597004088,0.006573646212700332,0.22009277302463065,France,5.716981132075472,0.20754716981132076,5.867924528301887,47,0.0,57,0.0
16473,Loyal Customers,At Risk,0.8021283796886285,high,0.8021283796886285,0.0034769674387891826,0.06624592762195797,0.12814872525062407,United Kingdom,2.3017857142857143,0.5714285714285714,10.571428571428571,26,0.0,209,0.2
15618,Loyal Customers,At Risk,0.8021283796886285,high,0.8021283796886285,0.0034769674387891826,0.06624592762195797,0.12814872525062407,United Kingdom,2.550911111111111,0.5555555555555556,10.088888888888889,39,0.0,103,0.2
13008,At Risk,Loyal Customers,0.9176412909180303,high,0.010275847591165278,0.07208283285139495,2.8639408080883385e-08,0.9176412909180303,United Kingdom,2.3877142857142855,0.4,10.82857142857143,31,0.2857142857142857,399,0.5714285714285714
17764,Loyal Customers,Champions,0.9720787512313731,high,5.874166501930701e-05,0.9720787512313731,6.332168899017741e-09,0.02786250077143888,United Kingdom,3.160251572327044,0.13836477987421383,4.584905660377358,126,0.0,685,0.0
14238,At Risk,Loyal Customers,0.681567820577668,moderate_review,0.24570041368969095,0.07269326649828223,3.849923435828443e-05,0.681567820577668,United Kingdom,3.303076923076923,0.5384615384615384,14.538461538461538,13,0.15384615384615385,408,0.0
12863,Champions,Loyal Customers,0.5117084177292769,moderate_review,0.026805178374106533,0.46147238646742544,1.4017429190373669e-05,0.5117084177292769,United Kingdom,4.062291666666666,0.6875,18.645833333333332,24,0.0,537,0.14285714285714285
15752,Champions,Loyal Customers,0.5111718900434721,moderate_review,0.00848245150736468,0.48034539027922135,2.6816994132320437e-07,0.5111718900434721,United Kingdom,1.8962622950819672,0.1180327868852459,4.863934426229508,359,0.0,417,0.1
17355,Hibernating or Lost,At Risk,0.8369925355788373,high,0.8369925355788373,0.000645801931071812,0.11019440614467486,0.05216725634541519,United Kingdom,2.085945945945946,0.13513513513513514,6.945945945945946,28,0.0,0,0.0
16320,Loyal Customers,Champions,0.9867154765696015,high,2.9901213530993928e-06,0.9867154765696015,1.8706606134239644e-11,0.01328153329033853,Other,2.9297510373443987,0.6141078838174274,13.771784232365146,193,0.3153526970954357,509,0.25
15820,At Risk,Hibernating or Lost,0.5589618482557781,moderate_review,0.43293025872396373,0.00016663743555497384,0.5589618482557781,0.007941255584703865,United Kingdom,2.2494117647058824,0.17647058823529413,7.529411764705882,17,0.0,0,0.0
15490,Hibernating or Lost,At Risk,0.8173939309402574,high,0.8173939309402574,0.0022694263069934317,0.05827831083622465,0.12205833191652385,United Kingdom,3.148214285714286,0.07142857142857142,3.0357142857142856,22,0.0,0,0.5
